customer_id;number_of_orders; ingresos;date_most_recent
4342;2;184450;21/12/2020
4343;2;306062;11/01/2021
4344;2;241998;8/01/2021
4345;1;294939;26/01/2021
4346;2;326039;31/12/2020
4347;2;339703;4/01/2021
4348;1;137404;26/01/2021
4349;2;84013;29/01/2021
4350;2;219939;26/02/2021
4351;1;337330;26/01/2021
4352;1;134184;26/01/2021
4353;2;172211;3/02/2021
4354;2;131102;10/03/2021
4355;2;293960;23/01/2021
4356;1;217163;26/01/2021
4357;2;411780;31/12/2020
4358;2;151226;13/01/2021
4359;1;187748;26/01/2021
4360;1;286987;26/01/2021
4361;2;186036;3/02/2021
4362;2;275782;21/01/2021
4363;2;229693;8/03/2021
4364;2;78493;27/02/2021
4365;2;204425;10/01/2021
4366;2;282069;22/02/2021
4367;2;161021;24/01/2021
4368;2;217153;5/01/2021
4369;2;169974;15/02/2021
4370;1;194435;26/01/2021
4371;2;336727;29/01/2021
4372;2;145859;24/02/2021
4373;2;272984;15/01/2021
4374;2;185905;13/01/2021
4375;2;298426;6/03/2021
4376;2;383861;26/01/2021
4377;2;233972;6/01/2021
4378;1;291647;26/01/2021
4379;2;217823;20/01/2021
4380;2;118415;6/02/2021
4381;2;329661;12/03/2021
4382;2;161760;13/02/2021
4383;2;252134;23/01/2021
4384;1;260903;26/01/2021
4385;2;249279;26/02/2021
4386;1;127785;26/01/2021
4387;2;100664;30/12/2020
4388;1;217148;26/01/2021
4389;1;181878;26/01/2021
4390;1;217470;26/01/2021
4391;2;191355;10/02/2021
4392;2;300225;4/02/2021
4393;2;95515;18/01/2021
4394;2;225474;16/03/2021
4395;2;236014;27/02/2021
4396;2;202918;10/01/2021
4397;2;170973;10/02/2021
4398;2;163651;5/01/2021
4399;1;231822;26/01/2021
4400;2;322078;22/03/2021
4401;2;180564;21/02/2021
4402;2;361274;4/02/2021
4403;2;302744;20/01/2021
4404;2;344118;9/02/2021
4405;2;233948;5/03/2021
4406;2;173492;1/02/2021
4407;2;236866;12/01/2021
4408;1;167246;26/01/2021
4409;2;62252;12/01/2021
4410;2;220395;14/01/2021
4411;2;237908;2/02/2021
4412;1;287460;26/01/2021
4413;2;212661;27/02/2021
4414;2;94339;31/12/2020
4415;2;177257;5/01/2021
4416;2;78220;3/03/2021
4417;2;162633;22/03/2021
4418;2;144693;26/12/2020
4419;1;214269;26/01/2021
4420;2;211951;11/03/2021
4421;1;322733;26/01/2021
4422;2;168599;13/01/2021
4423;1;248808;26/01/2021
4424;2;202818;27/02/2021
4425;2;316951;31/01/2021
4426;2;283332;28/02/2021
4427;2;191572;13/02/2021
4428;2;357032;11/03/2021
4429;2;317935;6/02/2021
4430;2;326837;21/12/2020
4431;2;120197;6/03/2021
4432;2;317970;4/01/2021
4433;1;268993;26/01/2021
4434;2;237234;5/01/2021
4435;2;197338;21/01/2021
4436;1;264352;26/01/2021
4437;2;171899;10/12/2020
4438;1;150779;26/01/2021
4439;1;277249;26/01/2021
4440;2;93516;1/03/2021
4441;2;86418;29/12/2020
4442;1;180491;26/01/2021
4443;2;349602;29/12/2020
4444;1;187163;26/01/2021
4445;2;106283;20/02/2021
4446;2;374329;29/12/2020
4447;2;365397;7/01/2021
4448;2;268766;27/01/2021
4449;2;133290;13/03/2021
4450;2;304968;26/02/2021
4451;2;134155;6/03/2021
4452;2;320246;20/01/2021
4453;2;211771;27/01/2021
4454;1;271747;26/01/2021
4455;2;177803;18/02/2021
4456;2;260641;1/02/2021
4457;2;240779;2/02/2021
4458;2;79896;29/01/2021
4459;2;299199;30/12/2020
4460;2;96404;25/01/2021
4461;1;218623;27/01/2021
4462;1;211774;27/01/2021
4463;2;149334;19/02/2021
4464;2;208592;15/02/2021
4465;1;214502;27/01/2021
4466;2;97639;30/12/2020
4467;2;163340;26/12/2020
4468;1;231997;27/01/2021
4469;1;213481;27/01/2021
4470;2;102060;1/02/2021
4471;2;182254;28/02/2021
4472;2;354238;10/02/2021
4473;2;151441;29/01/2021
4474;2;285454;28/02/2021
4475;2;286603;21/01/2021
4476;2;249682;4/03/2021
4477;2;120458;8/02/2021
4478;2;173186;21/02/2021
4479;2;171163;27/01/2021
4480;2;180975;15/03/2021
4481;2;193339;18/01/2021
4482;1;142101;27/01/2021
4483;2;415192;25/02/2021
4484;2;216191;14/03/2021
4485;2;237844;16/02/2021
4486;2;52850;20/02/2021
4487;2;308690;29/01/2021
4488;2;131636;22/02/2021
4489;2;147027;5/02/2021
4490;2;305762;16/12/2020
4491;1;180946;27/01/2021
4492;2;393974;9/01/2021
4493;2;189574;29/01/2021
4494;1;116325;27/01/2021
4495;2;189158;22/01/2021
4496;2;256198;7/01/2021
4497;2;319171;20/03/2021
4498;2;167285;24/02/2021
4499;2;165661;7/03/2021
4500;2;346104;8/03/2021
4501;1;275626;27/01/2021
4502;2;158172;18/02/2021
4503;2;168554;12/03/2021
4504;2;145787;6/03/2021
4505;2;238741;2/01/2021
4506;1;194014;27/01/2021
4507;2;174673;20/02/2021
4508;2;210913;19/02/2021
4509;1;241376;27/01/2021
4510;2;214649;5/03/2021
4511;2;380849;7/12/2020
4512;2;196420;20/01/2021
4513;2;91145;6/02/2021
4514;2;110667;23/12/2020
4515;1;160311;27/01/2021
4516;2;317551;24/02/2021
4517;2;194981;7/01/2021
4518;2;288191;26/02/2021
4519;2;254799;29/12/2020
4520;2;338144;28/12/2020
4521;2;382953;30/12/2020
4522;2;209762;11/02/2021
4523;2;150461;8/01/2021
4524;2;198907;9/01/2021
4525;2;299077;26/12/2020
4526;1;86411;27/01/2021
4527;1;336458;27/01/2021
4528;2;293079;26/01/2021
4529;2;294891;16/01/2021
4530;2;217279;22/01/2021
4531;2;175677;9/02/2021
4532;2;236748;9/03/2021
4533;2;336021;29/01/2021
4534;1;246414;27/01/2021
4535;2;148194;10/02/2021
4536;1;171921;27/01/2021
4537;1;244349;27/01/2021
4538;2;343454;11/02/2021
4539;2;152619;10/12/2020
4540;1;168945;27/01/2021
4541;2;321122;28/01/2021
4542;2;155103;5/02/2021
4543;2;218591;24/02/2021
4544;2;301224;13/01/2021
4545;2;150649;6/03/2021
4546;2;322763;22/02/2021
4547;2;252117;18/01/2021
4548;2;294078;1/02/2021
4549;2;155197;15/01/2021
4550;2;178226;27/12/2020
4551;2;292787;20/01/2021
4552;1;123780;27/01/2021
4553;1;142613;27/01/2021
4554;1;406529;27/01/2021
4555;2;143290;27/02/2021
4556;2;46933;18/03/2021
4557;1;238586;27/01/2021
4558;2;281010;14/01/2021
4559;2;187702;4/01/2021
4560;2;372953;13/03/2021
4561;2;119314;13/02/2021
4562;2;186308;26/01/2021
4563;2;242741;15/02/2021
4564;2;379082;24/12/2020
4565;1;121717;27/01/2021
4566;2;348293;31/12/2020
4567;2;202712;3/02/2021
4568;2;220626;20/02/2021
4569;1;300279;27/01/2021
4570;1;120767;27/01/2021
4571;2;311941;2/02/2021
4572;1;219862;27/01/2021
4573;2;110468;1/02/2021
4574;2;267049;18/01/2021
4575;1;398554;27/01/2021
4576;1;188914;27/01/2021
4577;2;140769;24/12/2020
4578;2;375942;3/02/2021
4579;2;310652;12/12/2020
4580;2;182927;29/01/2021
4581;2;300365;14/12/2020
4582;1;207482;27/01/2021
4583;2;284660;7/02/2021
4584;1;181196;27/01/2021
4585;2;156651;30/12/2020
4586;2;195572;14/02/2021
4587;2;161671;11/03/2021
4588;1;188123;27/01/2021
4589;1;271461;27/01/2021
4590;1;258461;27/01/2021
4591;1;137505;27/01/2021
4592;2;363534;18/01/2021
4593;2;153741;20/02/2021
4594;2;183658;25/02/2021
4595;2;256370;7/01/2021
4596;2;68831;29/12/2020
4597;2;257628;8/03/2021
4598;2;307114;5/01/2021
4599;2;221800;18/02/2021
4600;1;388076;27/01/2021
4601;1;396541;28/01/2021
4602;2;76170;2/01/2021
4603;2;149587;4/03/2021
4604;2;246276;18/02/2021
4605;2;346996;10/03/2021
4606;2;79450;8/01/2021
4607;2;324579;28/12/2020
4608;2;203258;19/12/2020
4609;2;239945;6/02/2021
4610;2;267630;22/12/2020
4611;2;384327;24/02/2021
4612;2;321937;9/03/2021
4613;2;179343;9/02/2021
4614;2;314782;4/01/2021
4615;2;296876;8/01/2021
4616;1;283391;28/01/2021
4617;2;228264;25/01/2021
4618;2;206122;28/01/2021
4619;1;95997;28/01/2021
4620;1;161638;28/01/2021
4621;2;78252;21/01/2021
4622;2;186250;7/01/2021
4623;2;371978;18/01/2021
4624;2;159347;8/02/2021
4625;2;113839;15/01/2021
4626;2;214513;9/02/2021
4627;2;214302;22/02/2021
4628;2;373511;24/12/2020
4629;2;255083;12/03/2021
4630;2;218597;5/01/2021
4631;2;228971;7/02/2021
4632;2;205754;11/02/2021
4633;2;103372;4/03/2021
4634;2;227589;25/01/2021
4635;2;372073;5/01/2021
4636;2;336212;5/03/2021
4637;2;158531;16/03/2021
4638;1;76985;28/01/2021
4639;2;328162;22/01/2021
4640;1;43455;28/01/2021
4641;1;259256;28/01/2021
4642;2;281778;8/02/2021
4643;2;76711;3/02/2021
4644;1;280420;28/01/2021
4645;2;290404;10/02/2021
4646;2;138179;2/02/2021
4647;1;197850;28/01/2021
4648;2;134700;5/03/2021
4649;2;288484;21/01/2021
4650;2;176969;30/01/2021
4651;2;230711;4/03/2021
4652;1;116321;28/01/2021
4653;2;188397;25/01/2021
4654;2;268672;31/12/2020
4655;2;284336;7/03/2021
4656;1;194327;28/01/2021
4657;2;145875;4/03/2021
4658;2;160704;15/03/2021
4659;2;235250;18/02/2021
4660;2;370482;27/12/2020
4661;2;202531;6/01/2021
4662;2;273980;27/02/2021
4663;1;161017;28/01/2021
4664;1;346842;28/01/2021
4665;2;87147;22/12/2020
4666;2;80498;5/03/2021
4667;2;118564;19/02/2021
4668;2;149087;8/03/2021
4669;2;360040;30/01/2021
4670;2;275219;21/12/2020
4671;2;247472;18/01/2021
4672;2;175359;19/01/2021
4673;2;283609;6/01/2021
4674;2;116909;2/02/2021
4675;2;42676;11/12/2020
4676;2;182585;4/02/2021
4677;1;179698;28/01/2021
4678;1;210562;28/01/2021
4679;2;166005;6/01/2021
4680;2;215462;17/02/2021
4681;2;203880;8/02/2021
4682;2;286505;10/03/2021
4683;2;190723;27/02/2021
4684;2;154908;21/12/2020
4685;2;206138;3/03/2021
4686;2;175590;25/01/2021
4687;2;201345;8/02/2021
4688;2;351844;28/12/2020
4689;1;366798;28/01/2021
4690;2;322092;16/02/2021
4691;2;280816;16/01/2021
4692;2;276458;10/12/2020
4693;2;127184;14/02/2021
4694;2;138235;13/02/2021
4695;2;218040;28/02/2021
4696;2;168667;27/02/2021
4697;2;334354;9/02/2021
4698;2;222903;5/01/2021
4699;2;259820;19/03/2021
4700;2;226676;18/02/2021
4701;2;192344;6/02/2021
4702;2;239848;29/12/2020
4703;2;126318;23/03/2021
4704;2;261244;25/01/2021
4705;2;369800;23/12/2020
4706;2;160826;17/02/2021
4707;2;172926;29/01/2021
4708;1;235147;28/01/2021
4709;2;279579;20/02/2021
4710;2;183684;4/03/2021
4711;2;391837;29/12/2020
4712;2;285634;5/02/2021
4713;2;209577;31/12/2020
4714;1;209843;28/01/2021
4715;1;277870;28/01/2021
4716;2;245052;29/12/2020
4717;2;109474;31/12/2020
4718;2;231098;16/01/2021
4719;1;353419;28/01/2021
4720;2;269858;16/03/2021
4721;2;111369;13/01/2021
4722;1;282157;28/01/2021
4723;2;38460;22/12/2020
4724;2;213258;26/01/2021
4725;2;374847;14/03/2021
4726;2;317135;22/12/2020
4727;2;162045;14/01/2021
4728;2;337153;24/12/2020
4729;1;190492;28/01/2021
4730;1;233598;28/01/2021
4731;1;119814;28/01/2021
4732;2;242222;9/03/2021
4733;2;92088;18/02/2021
4734;2;240137;5/02/2021
4735;2;278737;17/01/2021
4736;1;97796;28/01/2021
4737;2;315891;24/02/2021
4738;2;367882;7/03/2021
4739;2;263828;28/01/2021
4740;2;261036;30/01/2021
4741;2;147248;15/12/2020
4742;2;239379;26/12/2020
4743;1;340761;28/01/2021
4744;1;293328;29/01/2021
4745;2;286613;30/01/2021
4746;1;206078;29/01/2021
4747;2;103627;23/01/2021
4748;2;206370;10/03/2021
4749;2;181279;5/02/2021
4750;2;149742;9/03/2021
4751;2;191175;31/12/2020
4752;2;271789;29/01/2021
4753;2;128507;9/02/2021
4754;2;334072;26/02/2021
4755;2;153731;4/02/2021
4756;1;359311;29/01/2021
4757;2;227551;26/02/2021
4758;2;193802;29/01/2021
4759;1;159120;29/01/2021
4760;2;218290;6/03/2021
4761;1;157412;29/01/2021
4762;2;108964;14/03/2021
4763;2;133234;25/02/2021
4764;2;289695;6/01/2021
4765;2;259641;17/03/2021
4766;1;145749;29/01/2021
4767;1;174629;29/01/2021
4768;2;327478;22/01/2021
4769;2;234908;10/03/2021
4770;2;143922;19/02/2021
4771;2;118226;20/02/2021
4772;1;226256;29/01/2021
4773;2;375599;6/02/2021
4774;2;287467;9/02/2021
4775;2;211626;19/02/2021
4776;2;178254;28/01/2021
4777;2;274344;23/02/2021
4778;2;206728;27/01/2021
4779;2;410357;22/02/2021
4780;2;316528;4/02/2021
4781;2;282787;18/02/2021
4782;1;143924;29/01/2021
4783;2;239162;9/02/2021
4784;1;106348;29/01/2021
4785;1;220593;29/01/2021
4786;2;137930;11/03/2021
4787;2;184531;19/03/2021
4788;2;243014;24/02/2021
4789;2;181353;27/12/2020
4790;2;209360;26/12/2020
4791;2;159640;9/03/2021
4792;2;191856;23/01/2021
4793;1;167599;29/01/2021
4794;2;167371;13/01/2021
4795;1;277611;29/01/2021
4796;2;233302;12/01/2021
4797;2;348619;20/12/2020
4798;1;77907;29/01/2021
4799;2;241271;1/02/2021
4800;2;201344;21/02/2021
4801;2;222219;12/01/2021
4802;2;133681;20/03/2021
4803;2;292602;10/12/2020
4804;2;301959;12/03/2021
4805;1;187829;29/01/2021
4806;1;132261;29/01/2021
4807;2;230356;14/01/2021
4808;2;283061;22/02/2021
4809;2;171003;31/12/2020
4810;2;236199;10/03/2021
4811;2;233245;22/01/2021
4812;2;218866;6/02/2021
4813;2;175730;19/03/2021
4814;2;222831;7/01/2021
4815;2;231727;25/02/2021
4816;2;251833;21/01/2021
4817;2;244433;6/03/2021
4818;2;348386;4/01/2021
4819;2;239330;4/03/2021
4820;2;217117;8/03/2021
4821;2;275852;12/01/2021
4822;2;163492;7/02/2021
4823;1;169312;29/01/2021
4824;2;207601;8/03/2021
4825;2;77895;1/03/2021
4826;1;182014;29/01/2021
4827;2;160923;29/12/2020
4828;2;194608;18/01/2021
4829;1;272442;29/01/2021
4830;2;211116;20/02/2021
4831;2;232192;8/02/2021
4832;2;150647;18/02/2021
4833;1;75965;29/01/2021
4834;2;172360;17/12/2020
4835;2;413012;6/12/2020
4836;2;211229;4/02/2021
4837;1;166255;29/01/2021
4838;2;350179;1/02/2021
4839;2;218872;13/02/2021
4840;2;172102;14/12/2020
4841;2;270916;6/03/2021
4842;1;397407;29/01/2021
4843;2;136402;16/01/2021
4844;2;301699;28/12/2020
4845;2;130351;9/01/2021
4846;1;184344;29/01/2021
4847;2;220080;13/02/2021
4848;2;177411;15/03/2021
4849;1;239653;29/01/2021
4850;1;246082;29/01/2021
4851;2;59316;20/02/2021
4852;2;271346;12/02/2021
4853;2;101591;22/01/2021
4854;2;201691;15/03/2021
4855;1;92453;29/01/2021
4856;1;135144;29/01/2021
4857;2;268337;7/01/2021
4858;1;130847;29/01/2021
4859;2;77094;29/12/2020
4860;1;190368;29/01/2021
4861;2;355766;15/02/2021
4862;2;177208;6/03/2021
4863;2;71432;28/02/2021
4864;2;117590;28/12/2020
4865;2;309843;10/01/2021
4866;2;199368;16/01/2021
4867;2;271112;28/12/2020
4868;2;188587;1/03/2021
4869;2;241397;1/02/2021
4870;1;137478;29/01/2021
4871;2;221095;27/02/2021
4872;2;291013;28/12/2020
4873;2;224167;17/03/2021
4874;2;225135;15/02/2021
4875;2;265236;14/02/2021
4876;2;95191;30/01/2021
4877;2;252513;9/03/2021
4878;2;288157;20/01/2021
4879;1;163127;29/01/2021
4880;2;254119;19/02/2021
4881;2;163633;6/01/2021
4882;2;85928;19/01/2021
4883;2;316841;19/02/2021
4884;2;181281;26/03/2021
4885;2;167521;27/01/2021
4886;2;332630;10/03/2021
4887;2;242342;1/03/2021
4888;2;327396;10/03/2021
4889;1;359317;29/01/2021
4890;2;252556;23/01/2021
4891;2;105686;24/03/2021
4892;2;235017;10/01/2021
4893;1;135258;29/01/2021
4894;2;168602;9/02/2021
4895;2;54438;19/01/2021
4896;1;324319;29/01/2021
4897;2;236097;8/02/2021
4898;2;259583;16/01/2021
4899;2;173689;26/01/2021
4900;2;231329;18/03/2021
4901;2;95804;24/12/2020
4902;2;117516;5/03/2021
4903;2;169901;20/01/2021
4904;1;202758;29/01/2021
4905;2;120874;18/03/2021
4906;2;277469;6/03/2021
4907;2;292116;14/01/2021
4908;2;123680;22/01/2021
4909;1;253940;29/01/2021
4910;2;281262;24/02/2021
4911;2;234607;16/03/2021
4912;2;153104;21/02/2021
4913;2;95288;31/12/2020
4914;2;118060;22/02/2021
4915;2;334565;11/02/2021
4916;2;188480;10/03/2021
4917;1;258147;29/01/2021
4918;2;122880;21/01/2021
4919;1;161735;29/01/2021
4920;2;240923;29/01/2021
4921;2;313834;10/01/2021
4922;2;235639;23/01/2021
4923;2;78076;16/12/2020
4924;2;208228;8/03/2021
4925;1;157769;29/01/2021
4926;2;280468;29/01/2021
4927;2;118117;2/01/2021
4928;2;107080;1/03/2021
4929;2;249795;15/02/2021
4930;2;242854;5/03/2021
4931;2;158549;28/01/2021
4932;2;381229;31/12/2020
4933;1;141041;30/01/2021
4934;2;236040;19/02/2021
4935;2;312520;9/02/2021
4936;2;92793;24/02/2021
4937;1;243489;30/01/2021
4938;1;191012;30/01/2021
4939;1;245238;30/01/2021
4940;1;232995;30/01/2021
4941;1;290864;30/01/2021
4942;2;228183;16/03/2021
4943;1;248580;30/01/2021
4944;2;90317;2/02/2021
4945;2;63287;30/12/2020
4946;2;196928;8/01/2021
4947;2;388544;5/01/2021
4948;2;254660;1/02/2021
4949;1;255630;30/01/2021
4950;2;276011;11/01/2021
4951;2;290407;18/02/2021
4952;1;275642;30/01/2021
4953;2;224690;3/03/2021
4954;2;184429;17/02/2021
4955;2;249962;20/03/2021
4956;2;337275;16/01/2021
4957;2;324400;18/01/2021
4958;1;336572;30/01/2021
4959;2;40764;31/12/2020
4960;1;261845;30/01/2021
4961;2;300867;16/02/2021
4962;2;345023;31/12/2020
4963;2;64625;27/02/2021
4964;2;239432;18/12/2020
4965;2;163684;1/02/2021
4966;2;333530;2/02/2021
4967;2;138301;2/03/2021
4968;1;224824;30/01/2021
4969;2;275966;8/02/2021
4970;1;143422;30/01/2021
4971;2;145593;30/01/2021
4972;1;236880;30/01/2021
4973;1;200638;30/01/2021
4974;2;210606;18/03/2021
4975;1;223374;30/01/2021
4976;2;221144;10/03/2021
4977;2;194510;18/02/2021
4978;1;92723;30/01/2021
4979;2;222776;4/01/2021
4980;1;168252;30/01/2021
4981;1;241353;30/01/2021
4982;2;334150;9/02/2021
4983;2;325711;15/02/2021
4984;2;49041;22/12/2020
4985;2;247621;2/01/2021
4986;2;249044;3/03/2021
4987;1;226386;30/01/2021
4988;2;389577;10/03/2021
4989;2;294032;13/01/2021
4990;2;362679;26/12/2020
4991;2;160237;26/01/2021
4992;2;336348;28/01/2021
4993;2;252443;8/01/2021
4994;1;356475;30/01/2021
4995;1;315884;30/01/2021
4996;1;341790;30/01/2021
4997;2;282774;2/02/2021
4998;1;266153;30/01/2021
4999;2;213426;5/01/2021
5000;2;136122;8/02/2021
5001;2;160024;15/01/2021
5002;2;132210;14/01/2021
5003;1;129662;30/01/2021
5004;2;261694;4/03/2021
5005;2;194251;27/02/2021
5006;2;324642;19/02/2021
5007;1;259199;30/01/2021
5008;2;237872;8/02/2021
5009;2;139164;27/03/2021
5010;2;329658;9/02/2021
5011;2;209323;8/02/2021
5012;2;239986;28/12/2020
5013;2;124910;15/01/2021
5014;2;380517;18/02/2021
5015;2;347963;23/01/2021
5016;1;281159;30/01/2021
5017;2;186363;17/03/2021
5018;2;77277;2/03/2021
5019;1;213548;30/01/2021
5020;2;297126;7/01/2021
5021;2;268364;20/02/2021
5022;1;182008;30/01/2021
5023;2;304862;3/01/2021
5024;2;123670;1/03/2021
5025;2;143951;6/02/2021
5026;2;215012;13/01/2021
5027;2;192443;30/01/2021
5028;2;237100;15/01/2021
5029;2;168175;17/01/2021
5030;1;360249;30/01/2021
5031;2;98908;8/02/2021
5032;2;286420;4/01/2021
5033;1;262234;30/01/2021
5034;2;273868;2/01/2021
5035;2;262816;19/03/2021
5036;2;293675;18/03/2021
5037;2;101527;6/01/2021
5038;2;300661;29/12/2020
5039;2;262610;27/02/2021
5040;2;76634;5/03/2021
5041;2;41898;19/12/2020
5042;2;176197;18/01/2021
5043;2;277723;28/12/2020
5044;1;158122;30/01/2021
5045;2;296268;7/02/2021
5046;2;106062;1/02/2021
5047;2;247250;25/01/2021
5048;2;193940;22/01/2021
5049;2;155635;23/01/2021
5050;2;107392;13/01/2021
5051;2;297342;26/12/2020
5052;2;136678;5/02/2021
5053;2;246122;4/03/2021
5054;2;225330;11/02/2021
5055;1;317253;30/01/2021
5056;2;188508;26/01/2021
5057;2;177720;2/01/2021
5058;2;226334;17/02/2021
5059;2;281804;17/01/2021
5060;2;132848;19/02/2021
5061;1;133106;30/01/2021
5062;2;348242;25/01/2021
5063;1;209020;30/01/2021
5064;2;335462;6/02/2021
5065;2;147713;6/03/2021
5066;1;154928;30/01/2021
5067;1;173820;30/01/2021
5068;2;145759;11/02/2021
5069;2;133738;2/01/2021
5070;2;79508;23/12/2020
5071;1;95770;30/01/2021
5072;2;336867;31/12/2020
5073;2;98058;26/12/2020
5074;2;383713;22/12/2020
5075;2;262758;11/02/2021
5076;1;181857;30/01/2021
5077;2;250201;9/03/2021
5078;2;294139;10/03/2021
5079;2;223691;24/02/2021
5080;2;111163;9/02/2021
5081;2;255311;27/02/2021
5082;2;278658;26/02/2021
5083;2;204579;26/02/2021
5084;2;141891;21/01/2021
5085;1;349229;31/01/2021
5086;2;331661;5/02/2021
5087;2;208378;15/03/2021
5088;1;157926;31/01/2021
5089;2;184406;12/01/2021
5090;1;302941;31/01/2021
5091;2;84586;4/02/2021
5092;2;280529;19/01/2021
5093;2;259295;16/01/2021
5094;2;139259;3/02/2021
5095;2;196367;8/02/2021
5096;2;57086;16/12/2020
5097;2;294242;1/03/2021
5098;2;105435;21/01/2021
5099;2;158011;3/02/2021
5100;2;195042;20/01/2021
5101;2;125627;25/01/2021
5102;1;262161;31/01/2021
5103;2;183304;11/03/2021
5104;1;270152;31/01/2021
5105;2;392230;31/12/2020
5106;1;213027;31/01/2021
5107;2;278418;23/03/2021
5108;1;121898;31/01/2021
5109;1;371778;31/01/2021
5110;2;223194;26/02/2021
5111;2;364064;11/02/2021
5112;2;209591;2/02/2021
5113;2;158833;16/02/2021
5114;2;186621;27/01/2021
5115;2;271102;8/03/2021
5116;1;294659;31/01/2021
5117;2;250400;14/01/2021
5118;2;178961;16/02/2021
5119;2;217647;28/01/2021
5120;2;293285;2/02/2021
5121;2;258564;8/01/2021
5122;2;106434;8/01/2021
5123;2;281206;6/03/2021
5124;2;332301;5/02/2021
5125;2;190354;26/03/2021
5126;2;282101;20/02/2021
5127;2;390577;16/01/2021
5128;2;225777;25/01/2021
5129;2;124543;21/02/2021
5130;2;204582;18/03/2021
5131;2;258112;23/01/2021
5132;2;208713;13/02/2021
5133;2;209397;4/01/2021
5134;2;364688;27/02/2021
5135;1;237387;1/02/2021
5136;1;292991;1/02/2021
5137;2;184366;11/02/2021
5138;2;200422;29/01/2021
5139;1;286742;1/02/2021
5140;2;214502;3/02/2021
5141;2;195922;22/01/2021
5142;2;293864;8/02/2021
5143;2;226603;4/02/2021
5144;2;162562;2/01/2021
5145;2;380081;24/02/2021
5146;1;207402;1/02/2021
5147;2;324670;3/03/2021
5148;2;285683;13/02/2021
5149;2;315344;21/12/2020
5150;2;212723;8/01/2021
5151;1;211778;1/02/2021
5152;2;291558;17/02/2021
5153;2;234442;17/01/2021
5154;2;360952;10/03/2021
5155;2;173178;28/12/2020
5156;2;238427;20/02/2021
5157;2;252477;11/12/2020
5158;2;143734;4/02/2021
5159;2;275055;15/03/2021
5160;2;286219;29/01/2021
5161;1;150936;1/02/2021
5162;1;159554;1/02/2021
5163;2;240999;4/03/2021
